"Var1","Freq","yr","simpleDate","mth"
"2017-02-05",15,2017,"02-05",2
"2017-02-06",1,2017,"02-06",2
"2017-02-07",4,2017,"02-07",2
"2017-02-08",2,2017,"02-08",2
"2017-02-09",2,2017,"02-09",2
"2017-02-11",1,2017,"02-11",2
"2017-02-12",2,2017,"02-12",2
"2017-02-13",1,2017,"02-13",2
"2017-02-14",5,2017,"02-14",2
"2017-02-15",2,2017,"02-15",2
"2017-02-16",9,2017,"02-16",2
"2017-02-19",5,2017,"02-19",2
"2017-02-20",1,2017,"02-20",2
"2017-02-21",11,2017,"02-21",2
"2017-02-22",4,2017,"02-22",2
"2017-02-23",1,2017,"02-23",2
"2017-02-25",1,2017,"02-25",2
"2017-02-27",3,2017,"02-27",2
"2017-02-28",2,2017,"02-28",2
"2017-03-01",5,2017,"03-01",3
"2017-03-03",15,2017,"03-03",3
"2017-03-04",4,2017,"03-04",3
"2017-03-05",2,2017,"03-05",3
"2017-03-06",7,2017,"03-06",3
"2017-03-07",1,2017,"03-07",3
"2017-03-08",13,2017,"03-08",3
"2017-03-09",5,2017,"03-09",3
"2017-03-10",7,2017,"03-10",3
"2017-03-11",6,2017,"03-11",3
"2017-03-12",7,2017,"03-12",3
"2017-03-13",20,2017,"03-13",3
"2017-03-14",7,2017,"03-14",3
"2017-03-15",5,2017,"03-15",3
"2017-03-17",7,2017,"03-17",3
"2017-03-18",2,2017,"03-18",3
"2017-03-19",4,2017,"03-19",3
"2017-03-20",7,2017,"03-20",3
"2017-03-21",5,2017,"03-21",3
"2017-03-22",2,2017,"03-22",3
"2017-03-24",4,2017,"03-24",3
"2017-03-25",2,2017,"03-25",3
"2017-03-26",5,2017,"03-26",3
"2017-03-27",3,2017,"03-27",3
"2017-03-28",3,2017,"03-28",3
"2017-03-29",9,2017,"03-29",3
"2017-03-30",1,2017,"03-30",3
"2017-03-31",3,2017,"03-31",3
"2017-04-01",17,2017,"04-01",4
"2017-04-02",1,2017,"04-02",4
"2017-04-03",4,2017,"04-03",4
"2017-04-04",6,2017,"04-04",4
"2017-04-05",3,2017,"04-05",4
"2017-04-07",4,2017,"04-07",4
"2017-04-08",18,2017,"04-08",4
"2017-04-09",4,2017,"04-09",4
"2017-04-10",8,2017,"04-10",4
"2017-04-12",11,2017,"04-12",4
"2017-04-13",1,2017,"04-13",4
"2017-04-14",5,2017,"04-14",4
"2017-04-15",8,2017,"04-15",4
"2017-04-16",7,2017,"04-16",4
"2017-04-17",5,2017,"04-17",4
"2017-04-18",9,2017,"04-18",4
"2017-04-19",15,2017,"04-19",4
"2017-04-21",6,2017,"04-21",4
"2017-04-22",10,2017,"04-22",4
"2017-04-23",8,2017,"04-23",4
"2017-04-24",5,2017,"04-24",4
"2017-04-25",3,2017,"04-25",4
"2017-04-26",1,2017,"04-26",4
"2017-04-28",5,2017,"04-28",4
"2017-04-30",3,2017,"04-30",4
"2017-05-01",6,2017,"05-01",5
"2017-05-02",8,2017,"05-02",5
"2017-05-03",9,2017,"05-03",5
"2017-05-05",12,2017,"05-05",5
"2017-05-06",7,2017,"05-06",5
"2017-05-07",6,2017,"05-07",5
"2017-05-08",7,2017,"05-08",5
"2017-05-09",12,2017,"05-09",5
"2017-05-10",3,2017,"05-10",5
"2017-05-11",1,2017,"05-11",5
"2017-05-12",7,2017,"05-12",5
"2017-05-14",9,2017,"05-14",5
"2017-05-15",6,2017,"05-15",5
"2017-05-16",4,2017,"05-16",5
"2017-05-17",9,2017,"05-17",5
"2017-05-18",2,2017,"05-18",5
"2017-05-19",9,2017,"05-19",5
"2017-05-20",5,2017,"05-20",5
"2017-05-21",7,2017,"05-21",5
"2017-05-22",8,2017,"05-22",5
"2017-05-23",7,2017,"05-23",5
"2017-05-24",3,2017,"05-24",5
"2017-05-25",3,2017,"05-25",5
"2017-05-26",18,2017,"05-26",5
"2017-05-27",7,2017,"05-27",5
"2017-05-28",10,2017,"05-28",5
"2017-05-29",5,2017,"05-29",5
"2017-05-30",25,2017,"05-30",5
"2017-05-31",6,2017,"05-31",5
"2017-06-02",4,2017,"06-02",6
"2017-06-04",12,2017,"06-04",6
"2017-06-05",8,2017,"06-05",6
"2017-06-06",15,2017,"06-06",6
"2017-06-07",4,2017,"06-07",6
"2017-06-09",4,2017,"06-09",6
"2017-06-10",4,2017,"06-10",6
"2017-06-11",8,2017,"06-11",6
"2017-06-12",22,2017,"06-12",6
"2017-06-13",3,2017,"06-13",6
"2017-06-14",10,2017,"06-14",6
"2017-06-15",1,2017,"06-15",6
"2017-06-16",3,2017,"06-16",6
"2017-06-17",18,2017,"06-17",6
"2017-06-18",4,2017,"06-18",6
"2017-06-19",1,2017,"06-19",6
"2017-06-20",17,2017,"06-20",6
"2017-06-21",4,2017,"06-21",6
"2017-06-23",11,2017,"06-23",6
"2017-06-24",6,2017,"06-24",6
"2017-06-25",6,2017,"06-25",6
"2017-06-26",16,2017,"06-26",6
"2017-06-27",3,2017,"06-27",6
"2017-06-28",8,2017,"06-28",6
"2017-06-29",1,2017,"06-29",6
"2017-06-30",3,2017,"06-30",6
"2017-07-01",8,2017,"07-01",7
"2017-07-02",4,2017,"07-02",7
"2017-07-03",4,2017,"07-03",7
"2017-07-04",7,2017,"07-04",7
"2017-07-07",15,2017,"07-07",7
"2017-07-08",11,2017,"07-08",7
"2017-07-09",2,2017,"07-09",7
"2017-07-10",5,2017,"07-10",7
"2017-07-12",1,2017,"07-12",7
"2017-07-14",18,2017,"07-14",7
"2017-07-15",3,2017,"07-15",7
"2017-07-16",12,2017,"07-16",7
"2017-07-17",17,2017,"07-17",7
"2017-07-18",12,2017,"07-18",7
"2017-07-19",8,2017,"07-19",7
"2017-07-20",1,2017,"07-20",7
"2017-07-21",9,2017,"07-21",7
"2017-07-22",12,2017,"07-22",7
"2017-07-23",10,2017,"07-23",7
"2017-07-24",2,2017,"07-24",7
"2017-07-25",14,2017,"07-25",7
"2017-07-28",8,2017,"07-28",7
"2017-07-29",4,2017,"07-29",7
"2017-07-30",4,2017,"07-30",7
"2017-07-31",5,2017,"07-31",7
"2017-08-01",4,2017,"08-01",8
"2017-08-02",3,2017,"08-02",8
"2017-08-03",2,2017,"08-03",8
"2017-08-04",8,2017,"08-04",8
"2017-08-05",1,2017,"08-05",8
"2017-08-06",3,2017,"08-06",8
"2017-08-07",1,2017,"08-07",8
"2017-08-08",7,2017,"08-08",8
"2017-08-09",5,2017,"08-09",8
"2017-08-11",3,2017,"08-11",8
"2017-08-12",7,2017,"08-12",8
"2017-08-13",10,2017,"08-13",8
"2017-08-14",6,2017,"08-14",8
"2017-08-15",10,2017,"08-15",8
"2017-08-16",3,2017,"08-16",8
"2017-08-17",1,2017,"08-17",8
"2017-08-18",6,2017,"08-18",8
"2017-08-19",3,2017,"08-19",8
"2017-08-20",1,2017,"08-20",8
"2017-08-21",11,2017,"08-21",8
"2017-08-22",8,2017,"08-22",8
"2017-08-23",16,2017,"08-23",8
"2017-08-26",20,2017,"08-26",8
"2017-08-27",13,2017,"08-27",8
"2017-08-28",6,2017,"08-28",8
"2017-08-29",9,2017,"08-29",8
"2017-08-30",7,2017,"08-30",8
"2017-08-31",1,2017,"08-31",8
"2017-09-01",20,2017,"09-01",9
"2017-09-02",26,2017,"09-02",9
"2017-09-03",13,2017,"09-03",9
"2017-09-04",16,2017,"09-04",9
"2017-09-05",38,2017,"09-05",9
"2017-09-06",8,2017,"09-06",9
"2017-09-08",21,2017,"09-08",9
"2017-09-09",3,2017,"09-09",9
"2017-09-10",11,2017,"09-10",9
"2017-09-11",16,2017,"09-11",9
"2017-09-12",15,2017,"09-12",9
"2017-09-13",10,2017,"09-13",9
"2017-09-14",3,2017,"09-14",9
"2017-09-15",7,2017,"09-15",9
"2017-09-16",4,2017,"09-16",9
"2017-09-17",14,2017,"09-17",9
"2017-09-18",15,2017,"09-18",9
"2017-09-19",16,2017,"09-19",9
"2017-09-20",10,2017,"09-20",9
"2017-09-22",11,2017,"09-22",9
"2017-09-23",13,2017,"09-23",9
"2017-09-24",12,2017,"09-24",9
"2017-09-25",13,2017,"09-25",9
"2017-09-26",17,2017,"09-26",9
"2017-09-27",5,2017,"09-27",9
"2017-09-28",1,2017,"09-28",9
"2017-09-29",9,2017,"09-29",9
"2017-09-30",2,2017,"09-30",9
"2017-10-01",8,2017,"10-01",10
"2017-10-02",7,2017,"10-02",10
"2017-10-03",7,2017,"10-03",10
"2017-10-04",7,2017,"10-04",10
"2017-10-06",5,2017,"10-06",10
"2017-10-07",5,2017,"10-07",10
"2017-10-08",4,2017,"10-08",10
"2017-10-09",5,2017,"10-09",10
"2017-10-10",5,2017,"10-10",10
"2017-10-11",2,2017,"10-11",10
"2017-10-13",19,2017,"10-13",10
"2017-10-14",10,2017,"10-14",10
"2017-10-15",13,2017,"10-15",10
"2017-10-16",1,2017,"10-16",10
"2017-10-17",6,2017,"10-17",10
"2017-10-18",1,2017,"10-18",10
"2017-10-20",10,2017,"10-20",10
"2017-10-21",19,2017,"10-21",10
"2017-10-22",5,2017,"10-22",10
"2017-10-23",4,2017,"10-23",10
"2017-10-24",6,2017,"10-24",10
"2017-10-25",1,2017,"10-25",10
"2017-10-27",9,2017,"10-27",10
"2017-10-28",17,2017,"10-28",10
"2017-10-29",4,2017,"10-29",10
"2017-10-30",4,2017,"10-30",10
"2017-10-31",8,2017,"10-31",10
"2017-11-01",4,2017,"11-01",11
"2017-11-03",24,2017,"11-03",11
"2017-11-04",20,2017,"11-04",11
"2017-11-05",19,2017,"11-05",11
"2017-11-06",7,2017,"11-06",11
"2017-11-07",19,2017,"11-07",11
"2017-11-08",2,2017,"11-08",11
"2017-11-09",1,2017,"11-09",11
"2017-11-10",35,2017,"11-10",11
"2017-11-11",19,2017,"11-11",11
"2017-11-12",16,2017,"11-12",11
"2017-11-13",13,2017,"11-13",11
"2017-11-14",16,2017,"11-14",11
"2017-11-15",5,2017,"11-15",11
"2017-11-16",2,2017,"11-16",11
"2017-11-17",4,2017,"11-17",11
"2017-11-18",12,2017,"11-18",11
"2017-11-19",18,2017,"11-19",11
"2017-11-20",22,2017,"11-20",11
"2017-11-21",12,2017,"11-21",11
"2017-11-22",10,2017,"11-22",11
"2017-11-23",3,2017,"11-23",11
"2017-11-24",27,2017,"11-24",11
"2017-11-25",12,2017,"11-25",11
"2017-11-26",16,2017,"11-26",11
"2017-11-27",10,2017,"11-27",11
"2017-11-28",11,2017,"11-28",11
"2017-11-29",2,2017,"11-29",11
"2017-11-30",5,2017,"11-30",11
"2017-12-01",23,2017,"12-01",12
"2017-12-02",17,2017,"12-02",12
"2017-12-03",16,2017,"12-03",12
"2017-12-04",9,2017,"12-04",12
"2017-12-05",13,2017,"12-05",12
"2017-12-06",11,2017,"12-06",12
"2017-12-08",15,2017,"12-08",12
"2017-12-09",17,2017,"12-09",12
"2017-12-10",13,2017,"12-10",12
"2017-12-11",28,2017,"12-11",12
"2017-12-12",10,2017,"12-12",12
"2017-12-13",4,2017,"12-13",12
"2017-12-14",9,2017,"12-14",12
"2017-12-15",7,2017,"12-15",12
"2017-12-16",5,2017,"12-16",12
"2017-12-17",7,2017,"12-17",12
"2017-12-18",21,2017,"12-18",12
"2017-12-19",7,2017,"12-19",12
"2017-12-20",4,2017,"12-20",12
"2017-12-22",8,2017,"12-22",12
"2017-12-23",20,2017,"12-23",12
"2017-12-24",8,2017,"12-24",12
"2017-12-25",19,2017,"12-25",12
"2017-12-26",13,2017,"12-26",12
"2017-12-27",7,2017,"12-27",12
"2017-12-29",12,2017,"12-29",12
"2017-12-30",8,2017,"12-30",12
"2017-12-31",7,2017,"12-31",12
"2018-01-01",10,2018,"01-01",1
"2018-01-02",8,2018,"01-02",1
"2018-01-03",3,2018,"01-03",1
"2018-01-06",1,2018,"01-06",1
"2018-01-07",6,2018,"01-07",1
"2018-01-08",1,2018,"01-08",1
"2018-01-09",1,2018,"01-09",1
"2018-01-12",4,2018,"01-12",1
"2018-01-13",4,2018,"01-13",1
"2018-01-14",10,2018,"01-14",1
"2018-01-15",8,2018,"01-15",1
"2018-01-16",5,2018,"01-16",1
"2018-01-19",5,2018,"01-19",1
"2018-01-20",6,2018,"01-20",1
"2018-01-21",14,2018,"01-21",1
"2018-01-22",6,2018,"01-22",1
"2018-01-23",7,2018,"01-23",1
"2018-01-24",4,2018,"01-24",1
"2018-01-26",6,2018,"01-26",1
"2018-01-27",4,2018,"01-27",1
"2018-01-28",4,2018,"01-28",1
"2018-01-29",6,2018,"01-29",1
"2018-01-30",16,2018,"01-30",1
"2018-02-02",9,2018,"02-02",2
"2018-02-03",8,2018,"02-03",2
"2018-02-04",1,2018,"02-04",2
"2018-02-05",4,2018,"02-05",2
"2018-02-06",5,2018,"02-06",2
"2018-02-09",6,2018,"02-09",2
"2018-02-10",2,2018,"02-10",2
"2018-02-11",5,2018,"02-11",2
"2018-02-13",7,2018,"02-13",2
"2018-02-16",8,2018,"02-16",2
"2018-02-17",13,2018,"02-17",2
"2018-02-18",3,2018,"02-18",2
"2018-02-19",4,2018,"02-19",2
"2018-02-20",11,2018,"02-20",2
"2018-02-21",1,2018,"02-21",2
"2018-02-23",3,2018,"02-23",2
"2018-02-24",3,2018,"02-24",2
"2018-02-25",3,2018,"02-25",2
"2018-02-26",6,2018,"02-26",2
"2018-02-28",2,2018,"02-28",2
"2018-03-02",11,2018,"03-02",3
"2018-03-03",7,2018,"03-03",3
"2018-03-04",6,2018,"03-04",3
"2018-03-05",9,2018,"03-05",3
"2018-03-06",10,2018,"03-06",3
"2018-03-07",3,2018,"03-07",3
"2018-03-08",4,2018,"03-08",3
"2018-03-09",3,2018,"03-09",3
"2018-03-10",9,2018,"03-10",3
"2018-03-11",7,2018,"03-11",3
"2018-03-12",3,2018,"03-12",3
"2018-03-13",20,2018,"03-13",3
"2018-03-14",1,2018,"03-14",3
"2018-03-16",13,2018,"03-16",3
"2018-03-17",13,2018,"03-17",3
"2018-03-18",10,2018,"03-18",3
"2018-03-19",10,2018,"03-19",3
"2018-03-20",6,2018,"03-20",3
"2018-03-21",12,2018,"03-21",3
"2018-03-23",8,2018,"03-23",3
"2018-03-24",7,2018,"03-24",3
"2018-03-25",12,2018,"03-25",3
"2018-03-26",11,2018,"03-26",3
"2018-03-27",14,2018,"03-27",3
"2018-03-28",8,2018,"03-28",3
"2018-03-29",1,2018,"03-29",3
"2018-03-30",6,2018,"03-30",3
"2018-03-31",13,2018,"03-31",3
"2018-04-01",12,2018,"04-01",4
"2018-04-02",5,2018,"04-02",4
"2018-04-03",2,2018,"04-03",4
"2018-04-04",6,2018,"04-04",4
"2018-04-06",2,2018,"04-06",4
"2018-04-07",7,2018,"04-07",4
"2018-04-08",8,2018,"04-08",4
"2018-04-09",12,2018,"04-09",4
"2018-04-10",10,2018,"04-10",4
"2018-04-11",7,2018,"04-11",4
"2018-04-12",2,2018,"04-12",4
"2018-04-13",4,2018,"04-13",4
"2018-04-14",8,2018,"04-14",4
"2018-04-15",6,2018,"04-15",4
"2018-04-16",10,2018,"04-16",4
"2018-04-17",13,2018,"04-17",4
"2018-04-20",10,2018,"04-20",4
"2018-04-21",8,2018,"04-21",4
"2018-04-22",3,2018,"04-22",4
"2018-04-23",15,2018,"04-23",4
"2018-04-24",9,2018,"04-24",4
"2018-04-25",8,2018,"04-25",4
"2018-04-26",3,2018,"04-26",4
"2018-04-27",6,2018,"04-27",4
"2018-04-28",4,2018,"04-28",4
"2018-04-29",2,2018,"04-29",4
"2018-04-30",18,2018,"04-30",4
"2018-05-01",6,2018,"05-01",5
"2018-05-02",5,2018,"05-02",5
"2018-05-03",9,2018,"05-03",5
"2018-05-04",10,2018,"05-04",5
"2018-05-05",6,2018,"05-05",5
"2018-05-06",12,2018,"05-06",5
"2018-05-07",6,2018,"05-07",5
"2018-05-08",5,2018,"05-08",5
"2018-05-09",7,2018,"05-09",5
"2018-05-11",9,2018,"05-11",5
"2018-05-12",13,2018,"05-12",5
"2018-05-13",9,2018,"05-13",5
"2018-05-14",21,2018,"05-14",5
"2018-05-15",8,2018,"05-15",5
"2018-05-16",1,2018,"05-16",5
"2018-05-18",17,2018,"05-18",5
"2018-05-19",20,2018,"05-19",5
"2018-05-20",12,2018,"05-20",5
"2018-05-21",2,2018,"05-21",5
"2018-05-22",7,2018,"05-22",5
"2018-05-23",5,2018,"05-23",5
"2018-05-25",6,2018,"05-25",5
"2018-05-26",4,2018,"05-26",5
"2018-05-27",11,2018,"05-27",5
"2018-05-28",12,2018,"05-28",5
"2018-05-29",8,2018,"05-29",5
"2018-05-30",9,2018,"05-30",5
"2018-06-01",6,2018,"06-01",6
"2018-06-02",6,2018,"06-02",6
"2018-06-03",17,2018,"06-03",6
"2018-06-04",8,2018,"06-04",6
"2018-06-05",2,2018,"06-05",6
"2018-06-06",2,2018,"06-06",6
"2018-06-08",11,2018,"06-08",6
"2018-06-09",5,2018,"06-09",6
"2018-06-10",13,2018,"06-10",6
"2018-06-11",14,2018,"06-11",6
"2018-06-12",11,2018,"06-12",6
"2018-06-13",5,2018,"06-13",6
"2018-06-15",16,2018,"06-15",6
"2018-06-16",13,2018,"06-16",6
"2018-06-17",9,2018,"06-17",6
"2018-06-18",3,2018,"06-18",6
"2018-06-19",12,2018,"06-19",6
"2018-06-20",9,2018,"06-20",6
"2018-06-21",5,2018,"06-21",6
"2018-06-22",6,2018,"06-22",6
"2018-06-24",9,2018,"06-24",6
"2018-06-25",6,2018,"06-25",6
"2018-06-26",16,2018,"06-26",6
"2018-06-27",5,2018,"06-27",6
"2018-06-29",15,2018,"06-29",6
"2018-06-30",11,2018,"06-30",6
"2018-07-01",3,2018,"07-01",7
"2018-07-02",2,2018,"07-02",7
"2018-07-03",20,2018,"07-03",7
"2018-07-05",6,2018,"07-05",7
"2018-07-06",4,2018,"07-06",7
"2018-07-07",9,2018,"07-07",7
"2018-07-08",19,2018,"07-08",7
"2018-07-09",9,2018,"07-09",7
"2018-07-10",3,2018,"07-10",7
"2018-07-11",7,2018,"07-11",7
"2018-07-12",1,2018,"07-12",7
"2018-07-13",4,2018,"07-13",7
"2018-07-14",13,2018,"07-14",7
"2018-07-15",10,2018,"07-15",7
"2018-07-16",2,2018,"07-16",7
"2018-07-17",9,2018,"07-17",7
"2018-07-18",8,2018,"07-18",7
"2018-07-20",12,2018,"07-20",7
"2018-07-21",22,2018,"07-21",7
"2018-07-22",2,2018,"07-22",7
"2018-07-23",10,2018,"07-23",7
"2018-07-24",1,2018,"07-24",7
"2018-07-25",8,2018,"07-25",7
"2018-07-26",2,2018,"07-26",7
"2018-07-27",7,2018,"07-27",7
"2018-07-28",3,2018,"07-28",7
"2018-07-29",12,2018,"07-29",7
"2018-07-30",4,2018,"07-30",7
"2018-07-31",11,2018,"07-31",7
"2018-08-01",6,2018,"08-01",8
"2018-08-03",6,2018,"08-03",8
"2018-08-04",3,2018,"08-04",8
"2018-08-05",5,2018,"08-05",8
"2018-08-06",7,2018,"08-06",8
"2018-08-07",17,2018,"08-07",8
"2018-08-10",4,2018,"08-10",8
"2018-08-11",6,2018,"08-11",8
"2018-08-12",12,2018,"08-12",8
"2018-08-13",13,2018,"08-13",8
"2018-08-14",3,2018,"08-14",8
"2018-08-15",3,2018,"08-15",8
"2018-08-16",2,2018,"08-16",8
"2018-08-17",17,2018,"08-17",8
"2018-08-18",17,2018,"08-18",8
"2018-08-19",4,2018,"08-19",8
"2018-08-20",7,2018,"08-20",8
"2018-08-21",20,2018,"08-21",8
"2018-08-22",2,2018,"08-22",8
"2018-08-23",5,2018,"08-23",8
"2018-08-24",4,2018,"08-24",8
"2018-08-25",5,2018,"08-25",8
"2018-08-26",3,2018,"08-26",8
"2018-08-27",19,2018,"08-27",8
"2018-08-28",8,2018,"08-28",8
"2018-08-29",5,2018,"08-29",8
"2018-08-31",11,2018,"08-31",8
"2018-09-01",7,2018,"09-01",9
"2018-09-02",33,2018,"09-02",9
"2018-09-03",13,2018,"09-03",9
"2018-09-04",28,2018,"09-04",9
"2018-09-05",5,2018,"09-05",9
"2018-09-07",23,2018,"09-07",9
"2018-09-08",14,2018,"09-08",9
"2018-09-09",29,2018,"09-09",9
"2018-09-10",18,2018,"09-10",9
"2018-09-11",22,2018,"09-11",9
"2018-09-12",7,2018,"09-12",9
"2018-09-13",1,2018,"09-13",9
"2018-09-14",17,2018,"09-14",9
"2018-09-15",26,2018,"09-15",9
"2018-09-16",12,2018,"09-16",9
"2018-09-17",17,2018,"09-17",9
"2018-09-18",20,2018,"09-18",9
"2018-09-19",15,2018,"09-19",9
"2018-09-20",14,2018,"09-20",9
"2018-09-21",8,2018,"09-21",9
"2018-09-22",22,2018,"09-22",9
"2018-09-23",20,2018,"09-23",9
"2018-09-24",25,2018,"09-24",9
"2018-09-25",13,2018,"09-25",9
"2018-09-26",7,2018,"09-26",9
"2018-09-28",10,2018,"09-28",9
"2018-09-29",20,2018,"09-29",9
"2018-09-30",7,2018,"09-30",9
"2018-10-01",12,2018,"10-01",10
"2018-10-02",26,2018,"10-02",10
"2018-10-03",9,2018,"10-03",10
"2018-10-04",1,2018,"10-04",10
"2018-10-05",15,2018,"10-05",10
"2018-10-06",9,2018,"10-06",10
"2018-10-07",11,2018,"10-07",10
"2018-10-08",6,2018,"10-08",10
"2018-10-09",11,2018,"10-09",10
"2018-10-10",1,2018,"10-10",10
"2018-10-12",17,2018,"10-12",10
"2018-10-13",15,2018,"10-13",10
"2018-10-14",5,2018,"10-14",10
"2018-10-15",8,2018,"10-15",10
"2018-10-16",6,2018,"10-16",10
"2018-10-17",4,2018,"10-17",10
"2018-10-19",16,2018,"10-19",10
"2018-10-20",15,2018,"10-20",10
"2018-10-21",18,2018,"10-21",10
"2018-10-22",12,2018,"10-22",10
"2018-10-23",18,2018,"10-23",10
"2018-10-24",2,2018,"10-24",10
"2018-10-26",10,2018,"10-26",10
"2018-10-27",12,2018,"10-27",10
"2018-10-28",8,2018,"10-28",10
"2018-10-29",1,2018,"10-29",10
"2018-10-30",23,2018,"10-30",10
"2018-10-31",3,2018,"10-31",10
"2018-11-01",4,2018,"11-01",11
"2018-11-02",25,2018,"11-02",11
"2018-11-03",23,2018,"11-03",11
"2018-11-04",17,2018,"11-04",11
"2018-11-05",18,2018,"11-05",11
"2018-11-06",27,2018,"11-06",11
"2018-11-07",10,2018,"11-07",11
"2018-11-08",2,2018,"11-08",11
"2018-11-09",12,2018,"11-09",11
"2018-11-10",15,2018,"11-10",11
"2018-11-11",15,2018,"11-11",11
"2018-11-12",30,2018,"11-12",11
"2018-11-13",22,2018,"11-13",11
"2018-11-14",10,2018,"11-14",11
"2018-11-15",2,2018,"11-15",11
"2018-11-16",18,2018,"11-16",11
"2018-11-17",14,2018,"11-17",11
"2018-11-18",21,2018,"11-18",11
"2018-11-19",26,2018,"11-19",11
"2018-11-20",17,2018,"11-20",11
"2018-11-21",15,2018,"11-21",11
"2018-11-22",1,2018,"11-22",11
"2018-11-23",17,2018,"11-23",11
"2018-11-24",24,2018,"11-24",11
"2018-11-25",13,2018,"11-25",11
"2018-11-26",16,2018,"11-26",11
"2018-11-27",13,2018,"11-27",11
"2018-11-28",12,2018,"11-28",11
"2018-11-29",2,2018,"11-29",11
"2018-11-30",15,2018,"11-30",11
"2018-12-01",34,2018,"12-01",12
"2018-12-02",34,2018,"12-02",12
"2018-12-03",20,2018,"12-03",12
"2018-12-04",18,2018,"12-04",12
"2018-12-05",18,2018,"12-05",12
"2018-12-06",1,2018,"12-06",12
"2018-12-07",9,2018,"12-07",12
"2018-12-08",30,2018,"12-08",12
"2018-12-09",33,2018,"12-09",12
"2018-12-10",21,2018,"12-10",12
"2018-12-11",19,2018,"12-11",12
"2018-12-13",6,2018,"12-13",12
"2018-12-14",18,2018,"12-14",12
"2018-12-15",5,2018,"12-15",12
"2018-12-16",13,2018,"12-16",12
"2018-12-17",13,2018,"12-17",12
"2018-12-18",20,2018,"12-18",12
"2018-12-19",5,2018,"12-19",12
"2018-12-20",5,2018,"12-20",12
"2018-12-21",11,2018,"12-21",12
"2018-12-22",27,2018,"12-22",12
"2018-12-23",15,2018,"12-23",12
"2018-12-24",16,2018,"12-24",12
"2018-12-25",23,2018,"12-25",12
"2018-12-26",4,2018,"12-26",12
"2018-12-27",2,2018,"12-27",12
"2018-12-28",19,2018,"12-28",12
"2018-12-29",12,2018,"12-29",12
"2018-12-30",7,2018,"12-30",12
